,host_is_superhost,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,number_of_reviews,instant_bookable,ano,semestre,n_amenities,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Outros,property_type_Private room in rental unit,property_type_Room in hotel,room_type_Entire home/apt,room_type_Outros,room_type_Private room,bathrooms_text_1 bath,bathrooms_text_1 private bath,bathrooms_text_1 shared bath,bathrooms_text_1.5 baths,bathrooms_text_1.5 shared baths,bathrooms_text_Outros,price
808,0,1,52.57176,13.37351,2,1.0,1.0,1,7,0,2022,1,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,38.0
809,0,1,52.54774,13.4088,2,1.0,1.0,1,5,0,2022,1,10,0,0,0,1,0,0,0,1,1,0,0,0,0,0,31.0
810,0,1,52.54584,13.41458,6,2.0,2.0,2,152,1,2022,1,16,1,0,0,0,0,1,0,0,1,0,0,0,0,0,99.0
819,0,1,52.48768,13.43956,2,1.0,1.0,1,3,0,2022,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
821,1,1,52.45529,13.34999,3,1.0,1.0,1,153,1,2022,1,37,1,0,0,0,0,1,0,0,1,0,0,0,0,0,64.0
833,0,1,52.50142,13.30076,1,1.0,1.0,2,16,0,2022,1,27,0,0,1,0,0,0,0,1,0,0,1,0,0,0,45.0
840,0,1,52.53448,13.42564,3,1.0,1.0,2,1,0,2022,1,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,40.0
843,0,1,52.49381,13.43425,3,1.0,1.0,1,0,0,2022,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
851,0,1,52.48165,13.43688,2,1.0,1.0,1,89,0,2022,1,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
854,0,1,52.53483,13.4038,4,2.0,2.0,2,162,1,2022,1,19,1,0,0,0,0,1,0,0,1,0,0,0,0,0,100.0
855,0,1,52.50101,13.32367,3,1.0,2.0,1,0,0,2022,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,100.0
856,0,1,52.54407,13.4499,2,1.0,1.0,2,47,0,2022,1,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,35.0
858,0,0,52.4897,13.4389,2,1.0,1.0,1,3,0,2022,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
866,0,1,52.49113,13.38983,6,2.0,2.0,2,9,0,2022,1,47,1,0,0,0,0,1,0,0,0,0,0,1,0,0,95.0
870,0,1,52.49215,13.4261,2,1.0,1.0,1,4,0,2022,1,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,30.0
874,0,1,52.52381,13.38899,1,1.0,1.0,2,60,0,2022,1,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,60.0
876,0,1,52.47423,13.42545,2,1.0,1.0,2,10,0,2022,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,58.0
879,0,1,52.53957,13.40929,2,1.0,1.0,2,1,0,2022,1,16,1,0,0,0,0,1,0,0,1,0,0,0,0,0,49.0
880,0,1,52.47098,13.31738,3,2.0,2.0,2,3,0,2022,1,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,61.0
883,0,1,52.47045,13.43219,4,1.0,2.0,2,3,0,2022,1,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,75.0
885,0,1,52.46506,13.43345,2,1.0,1.0,1,1,0,2022,1,29,1,0,0,0,0,1,0,0,1,0,0,0,0,0,75.0
908,1,1,52.4901,13.37682,4,1.0,2.0,2,256,0,2022,1,44,1,0,0,0,0,1,0,0,1,0,0,0,0,0,66.0
914,0,1,52.53509,13.39742,2,1.0,1.0,2,0,0,2022,1,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,60.0
915,1,1,52.54971,13.41494,2,1.0,1.0,1,166,0,2022,1,21,1,0,0,0,0,1,0,0,1,0,0,0,0,0,62.0
925,1,1,52.48939,13.41946,4,1.0,2.0,2,266,0,2022,1,47,1,0,0,0,0,1,0,0,0,0,0,1,0,0,82.0
929,0,1,52.53494,13.34055,3,1.0,1.0,2,177,1,2022,1,26,1,0,0,0,0,1,0,0,1,0,0,0,0,0,49.0
938,1,1,52.48592,13.45138,4,1.0,2.0,2,171,0,2022,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,72.0
939,0,1,52.48634,13.354,1,1.0,1.0,1,2,0,2022,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
953,0,1,52.46263,13.37189,4,1.0,2.0,1,117,0,2022,1,17,0,0,0,1,0,0,0,1,0,0,1,0,0,0,57.0
955,0,1,52.55495,13.41517,2,1.0,1.0,2,2,0,2022,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,49.0
958,0,0,52.54169,13.42104,2,1.0,1.0,1,2,0,2022,1,16,0,0,0,1,0,0,0,1,1,0,0,0,0,0,27.0
963,0,0,52.51289,13.46107,2,1.0,1.0,1,0,0,2022,1,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,26.0
964,0,1,52.4978,13.44413,2,2.0,2.0,2,3,0,2022,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,50.0
966,0,1,52.48311,13.4346,2,1.0,2.0,1,3,0,2022,1,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,43.0
969,0,0,52.47933,13.44041,1,1.0,1.0,1,3,0,2022,1,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,24.0
971,0,1,52.48918,13.41444,4,1.0,2.0,1,1,0,2022,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,86.0
972,0,0,52.4912,13.42838,2,1.0,1.0,2,0,0,2022,1,19,0,0,0,1,0,0,0,1,1,0,0,0,0,0,55.0
979,1,1,52.55217,13.37994,1,1.0,1.0,2,26,0,2022,1,20,0,0,0,1,0,0,0,1,0,0,1,0,0,0,33.0
980,0,0,52.5059,13.29291,2,1.0,1.0,2,1,0,2022,1,45,0,0,1,0,0,0,0,1,0,0,1,0,0,0,40.0
981,0,0,52.46389,13.32903,4,1.0,2.0,2,6,0,2022,1,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,36.0
992,0,1,52.49298,13.45034,4,1.0,1.0,2,20,0,2022,1,20,1,0,0,0,0,1,0,0,1,0,0,0,0,0,55.0
994,1,1,52.49201,13.42899,1,1.0,1.0,2,163,0,2022,1,23,0,0,0,1,0,0,0,1,0,0,1,0,0,0,53.0
1001,0,1,52.48614,13.42734,2,1.0,1.0,2,7,0,2022,1,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,35.0
1003,0,0,52.48772,13.3908,3,1.0,2.0,2,9,0,2022,1,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
1005,0,1,52.495491,13.343666,2,1.0,1.0,1,4,0,2022,1,15,0,0,0,1,0,0,0,1,0,1,0,0,0,0,107.0
1008,1,1,52.56982,13.30863,1,1.0,1.0,1,472,0,2022,1,38,0,0,0,1,0,0,0,1,0,0,0,1,0,0,45.0
1013,0,1,52.4847,13.52067,2,1.0,1.0,1,6,1,2022,1,15,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
1014,0,0,52.50544,13.47087,3,1.0,1.0,1,1,0,2022,1,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,35.0
1015,0,1,52.47357,13.45475,2,1.0,2.0,1,1,0,2022,1,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28.0
1026,0,1,52.39876,13.53765,2,1.0,1.0,1,166,0,2022,1,17,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23.0
1027,0,1,52.49926,13.29966,2,1.0,1.0,1,60,0,2022,1,24,1,0,0,0,0,1,0,0,1,0,0,0,0,0,90.0
1028,1,1,52.43474,13.29402,2,1.0,1.0,2,85,0,2022,1,26,0,0,1,0,0,0,0,1,0,0,1,0,0,0,50.0
1033,0,1,52.48271,13.33559,4,1.0,2.0,2,10,0,2022,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,22.0
1035,1,1,52.52157,13.335,2,1.0,1.0,1,152,0,2022,1,23,0,0,0,1,0,0,0,1,0,0,1,0,0,0,23.0
1037,1,1,52.51436,13.46202,2,1.0,1.0,2,31,0,2022,1,30,0,0,0,1,0,0,0,1,0,0,1,0,0,0,65.0
1038,0,1,52.52134,13.40691,2,1.0,1.0,2,257,0,2022,1,39,0,0,0,1,0,0,0,1,0,0,0,0,0,1,49.0
1041,0,1,52.51924,13.42601,2,1.0,1.0,2,32,0,2022,1,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,75.0
1049,0,1,52.48826,13.41998,2,2.0,2.0,2,8,0,2022,1,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,75.0
1050,0,1,52.47365,13.42464,2,1.0,1.0,2,52,0,2022,1,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,49.0
1051,0,1,52.50025,13.35482,3,1.0,1.0,2,29,0,2022,1,19,1,0,0,0,0,1,0,0,1,0,0,0,0,0,60.0
1053,0,1,52.55559,13.3416,4,1.0,1.0,2,120,1,2022,1,17,0,0,0,1,0,0,0,1,0,0,1,0,0,0,29.0
1058,1,1,52.60048,13.33013,4,2.0,3.0,2,104,1,2022,1,24,1,0,0,0,0,1,0,0,1,0,0,0,0,0,55.0
1074,0,0,52.55382,13.43054,4,2.0,2.0,2,0,1,2022,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,35.0
1075,0,1,52.5354,13.3764,4,2.0,3.0,2,274,1,2022,1,29,1,0,0,0,0,1,0,0,1,0,0,0,0,0,84.0
1087,0,1,52.49696,13.39059,2,1.0,1.0,2,18,0,2022,1,21,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
1095,0,0,52.48931,13.4289,4,1.0,2.0,1,1,0,2022,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,90.0
1107,1,1,52.43272,13.2941,1,1.0,1.0,2,91,0,2022,1,19,0,0,1,0,0,0,0,1,1,0,0,0,0,0,40.0
1118,0,1,52.48384427505744,13.429400230888538,4,1.0,2.0,1,0,0,2022,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,35.0
1119,0,1,52.51802,13.42955,2,1.0,1.0,2,55,0,2022,1,29,1,0,0,0,0,1,0,0,1,0,0,0,0,0,111.0
1120,0,1,52.48773,13.39228,2,1.0,1.0,2,38,0,2022,1,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,49.0
1121,0,1,52.5364,13.42699,2,1.0,1.0,2,35,0,2022,1,39,0,0,1,0,0,1,0,0,1,0,0,0,0,0,51.0
1123,0,1,52.50305,13.41238,2,1.0,1.0,1,1,0,2022,1,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,100.0
1124,1,1,52.49116,13.42059,2,1.0,1.0,2,51,0,2022,1,27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,60.0
1128,0,1,52.51708,13.45712,3,1.0,2.0,2,49,0,2022,1,41,0,0,0,1,0,0,0,1,0,0,1,0,0,0,45.0
1130,0,0,52.41971,13.18206,2,1.0,1.0,1,0,0,2022,1,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,125.0
1133,1,1,52.53943,13.41797,2,1.0,1.0,2,81,0,2022,1,42,1,0,0,0,0,1,0,0,1,0,0,0,0,0,109.0
1136,0,1,52.50893,13.5019,2,1.0,1.0,2,36,0,2022,1,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
1137,0,1,52.50165,13.45445,3,1.0,3.0,1,11,0,2022,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,60.0
1140,0,1,52.52831,13.39593,4,2.0,2.0,1,26,0,2022,1,15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,144.0
1141,1,1,52.47305,13.45449,4,1.0,1.0,1,109,0,2022,1,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,45.0
1143,0,1,52.50904,13.40356,2,1.0,1.0,1,1,0,2022,1,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,35.0
1157,0,1,52.52527,13.3283,2,1.0,1.0,2,5,0,2022,1,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,27.0
1160,0,1,52.49715,13.43426,3,1.0,2.0,1,31,0,2022,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,65.0
1167,1,1,52.51182,13.40104,5,2.0,2.0,1,517,1,2022,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,102.0
1169,0,1,52.51549,13.42253,2,1.0,1.0,1,0,0,2022,1,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,34.0
1172,0,1,52.50973,13.39547,2,2.0,2.0,2,103,0,2022,1,22,1,0,0,0,0,1,0,0,1,0,0,0,0,0,88.0
1178,0,1,52.48078,13.42442,1,1.0,1.0,1,1,0,2022,1,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
1183,0,1,52.51808,13.46083,2,1.0,1.0,2,2,0,2022,1,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
1185,0,1,52.48749,13.39398,2,1.0,1.0,2,153,1,2022,1,13,0,0,1,0,0,1,0,0,0,0,0,1,0,0,55.0
1188,0,1,52.49022,13.33074,4,1.0,2.0,2,73,1,2022,1,29,1,0,0,0,0,1,0,0,1,0,0,0,0,0,53.0
1192,0,0,52.453,13.31475,4,1.0,2.0,2,30,0,2022,1,21,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
1193,0,1,52.54531,13.34774,6,1.0,3.0,1,504,1,2022,1,42,0,0,1,0,0,1,0,0,1,0,0,0,0,0,60.0
1194,0,1,52.40052,13.53979,2,1.0,2.0,1,158,0,2022,1,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.0
1196,1,1,52.39896,13.52932,2,1.0,1.0,2,215,0,2022,1,30,0,0,1,0,0,1,0,0,1,0,0,0,0,0,43.0
1201,1,1,52.55216,13.38065,2,1.0,1.0,1,254,1,2022,1,21,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33.0
1203,0,1,52.54897,13.4159,2,1.0,1.0,2,14,0,2022,1,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,70.0
1204,0,1,52.53059,13.3268,2,1.0,1.0,2,27,0,2022,1,25,0,0,0,1,0,0,0,1,0,1,0,0,0,0,49.0
1206,0,0,52.51627,13.46516,1,1.0,1.0,1,8,0,2022,1,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,25.0
1207,1,1,52.50573,13.31987,1,1.0,1.0,2,360,0,2022,1,21,0,0,0,1,0,0,0,1,0,0,0,1,0,0,35.0
1210,0,1,52.53569,13.35857,2,1.0,1.0,1,4,0,2022,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,55.0
1219,0,1,52.55504,13.44662,3,1.0,1.0,1,19,0,2022,1,10,0,0,0,1,0,0,0,1,1,0,0,0,0,0,38.0
1223,0,1,52.50072,13.44221,2,1.0,1.0,1,10,0,2022,1,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,40.0
1230,0,1,52.47887,13.36393,3,1.0,1.0,2,3,0,2022,1,23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,52.0
1234,0,0,52.49989,13.43712,4,1.0,2.0,1,0,0,2022,1,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,50.0
1235,0,1,52.52417,13.41785,2,1.0,1.0,2,512,1,2022,1,33,0,0,0,1,0,0,0,1,0,0,0,0,1,0,48.0
1238,0,1,52.51783,13.46279,2,1.0,2.0,1,2,0,2022,1,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,32.0
1239,0,1,52.50761,13.28278,1,1.0,2.0,1,33,0,2022,1,22,0,0,1,0,0,0,1,0,0,0,0,0,0,1,179.0
1240,1,1,52.52795,13.41248,1,1.0,1.0,1,209,0,2022,1,25,0,0,0,1,0,0,0,1,0,0,1,0,0,0,32.0
1241,0,1,52.51761,13.48071,1,1.0,1.0,1,0,0,2022,1,10,0,0,0,1,0,0,0,1,1,0,0,0,0,0,68.0
1244,0,0,52.49657,13.38738,4,2.0,3.0,2,5,0,2022,1,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,60.0
1245,0,0,52.54308,13.40359,5,1.0,2.0,2,8,0,2022,1,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,75.0
1246,0,0,52.49685,13.44073,3,1.0,3.0,1,0,0,2022,1,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,59.0
1247,0,0,52.53359,13.40737,2,1.0,1.0,1,8,0,2022,1,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,90.0
1254,0,1,52.51101,13.4489,2,2.0,2.0,1,10,0,2022,1,17,0,0,0,1,0,0,0,1,0,1,0,0,0,0,80.0
1257,0,1,52.52823,13.41055,2,1.0,1.0,1,0,0,2022,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80.0
1261,0,1,52.47362,13.42972,4,1.0,2.0,2,24,0,2022,1,25,1,0,0,0,0,1,0,0,1,0,0,0,0,0,88.0
1263,0,1,52.50068,13.41185,2,1.0,2.0,1,5,0,2022,1,16,1,0,0,0,0,1,0,0,1,0,0,0,0,0,65.0
1265,0,1,52.47577,13.42895,2,1.0,1.0,1,0,0,2022,1,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,48.0
1268,0,1,52.49583,13.32496,2,1.0,1.0,1,0,0,2022,1,10,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
1269,0,1,52.46968,13.4298,1,1.0,1.0,1,4,0,2022,1,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,32.0
1274,0,1,52.56581,13.39835,4,2.0,2.0,1,3,0,2022,1,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80.0
1276,0,1,52.53308,13.42507,2,1.0,1.0,2,0,0,2022,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,57.0
1278,0,0,52.54333,13.35881,2,1.0,1.0,1,0,0,2022,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,65.0
1279,0,1,52.50645,13.49473,4,1.0,2.0,2,31,0,2022,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,61.0
1282,1,1,52.47398,13.44255,2,1.0,1.0,2,276,0,2022,1,26,0,0,0,1,0,0,0,1,0,0,0,0,1,0,42.0
1284,0,0,52.53377,13.40492,2,1.0,1.0,2,24,0,2022,1,16,1,0,0,0,0,1,0,0,1,0,0,0,0,0,52.0
1288,0,0,52.48472,13.3264,4,2.0,2.0,1,0,0,2022,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,100.0
1290,0,1,52.47977,13.34713,3,1.0,1.0,2,13,0,2022,1,11,0,0,0,1,0,0,0,1,0,1,0,0,0,0,35.0
1297,0,1,52.53478,13.42979,4,1.0,2.0,1,0,0,2022,1,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,26.0
1298,0,0,52.49607,13.42138,2,1.0,1.0,2,2,1,2022,1,20,0,0,0,1,0,0,0,1,0,0,1,0,0,0,50.0
1300,0,1,52.57047,13.37894,4,2.0,1.0,1,3,0,2022,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,40.0
1301,0,1,52.48101,13.44649,4,2.0,2.0,1,1,0,2022,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,40.0
1305,0,1,52.54213,13.3736,1,1.0,1.0,2,6,1,2022,1,14,0,0,0,1,0,0,0,1,0,0,0,0,1,0,22.0
1306,0,1,52.49328,13.42784,2,1.0,2.0,1,5,0,2022,1,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,42.0
1312,0,1,52.47803,13.44051,1,1.0,1.0,2,4,0,2022,1,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,29.0
1313,0,1,52.55363,13.4063,3,1.0,2.0,1,8,0,2022,1,6,0,0,0,1,0,0,0,1,0,1,0,0,0,0,55.0
1316,1,1,52.44911,13.48011,1,1.0,2.0,1,66,0,2022,1,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,36.0
1317,0,1,52.49249,13.41106,2,1.0,1.0,1,0,0,2022,1,7,0,0,0,1,0,0,0,1,0,0,0,0,0,1,25.0
1318,0,1,52.50704,13.46727,5,2.0,3.0,1,104,0,2022,1,33,1,0,0,0,0,1,0,0,1,0,0,0,0,0,150.0
1319,0,1,52.50858,13.46286,2,1.0,1.0,2,3,0,2022,1,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,35.0
1320,0,1,52.53288,13.35085,2,1.0,1.0,1,5,0,2022,1,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,35.0
1322,0,0,52.48144,13.42534,3,1.0,3.0,2,4,0,2022,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,44.0
1325,0,1,52.56619,13.39635,2,1.0,1.0,1,0,0,2022,1,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,55.0
1329,1,1,52.47325,13.34061,2,1.0,1.0,2,8,1,2022,1,26,0,0,0,1,0,0,0,1,0,0,1,0,0,0,45.0
1336,0,1,52.51932,13.47383,2,1.0,1.0,1,0,0,2022,1,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,32.0
1340,1,1,52.53589,13.39421,2,1.0,1.0,2,453,0,2022,1,39,0,0,1,0,0,0,0,1,0,1,0,0,0,0,54.0
1342,0,0,52.48647,13.44935,4,1.0,2.0,1,5,0,2022,1,18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,45.0
1348,0,1,52.50252,13.38839,3,1.0,1.0,1,4,0,2022,1,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,49.0
1352,0,1,52.45994,13.3861,4,1.0,2.0,2,2,0,2022,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,99.0
1356,0,1,52.50022,13.44135,2,1.0,1.0,1,11,0,2022,1,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
1359,0,1,52.51184,13.46421,3,2.0,3.0,2,18,0,2022,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,60.0
1360,1,1,52.471,13.45235,2,1.0,2.0,1,122,0,2022,1,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,45.0
1375,0,0,52.55128,13.41583,2,1.0,1.0,1,1,0,2022,1,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,25.0
1377,0,1,52.47045,13.43358,2,1.0,1.0,2,5,0,2022,1,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
1382,0,0,52.49594,13.42227,1,1.0,1.0,1,0,0,2022,1,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,40.0
1383,0,1,52.48622,13.35621,1,1.0,1.0,1,2,0,2022,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,23.0
1384,0,1,52.5157,13.44514,2,1.0,1.0,2,2,0,2022,1,13,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
1386,1,1,52.46648,13.42309,3,1.0,2.0,2,119,0,2022,1,22,1,0,0,0,0,1,0,0,1,0,0,0,0,0,75.0
1387,0,1,52.48572,13.42998,2,1.0,1.0,1,0,0,2022,1,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
1390,0,1,52.55045,13.4216,2,1.0,1.0,2,15,0,2022,1,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,23.0
1391,0,0,52.51955,13.45892,2,1.0,1.0,2,3,0,2022,1,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,33.0
1392,0,0,52.52084,13.35024,2,1.0,1.0,2,11,0,2022,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,38.0
1395,0,1,52.53137,13.42,3,1.0,1.0,1,3,1,2022,1,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,32.0
1396,0,1,52.5083,13.46474,2,1.0,1.0,2,8,0,2022,1,13,0,0,0,1,0,0,0,1,1,0,0,0,0,0,45.0
1398,0,1,52.49812,13.44443,2,1.0,1.0,2,42,0,2022,1,46,0,0,1,0,0,0,0,1,0,0,0,0,1,0,48.0
1399,1,1,52.54937,13.43885,2,1.0,1.0,2,97,1,2022,1,30,0,0,0,1,0,0,0,1,0,0,1,0,0,0,29.0
1403,0,1,52.53358,13.35789,2,1.0,1.0,2,3,0,2022,1,10,0,0,0,1,0,0,0,1,1,0,0,0,0,0,29.0
1404,0,0,52.54051,13.41638,2,1.0,1.0,1,21,0,2022,1,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,85.0
1405,0,1,52.4978,13.44596,2,1.0,1.0,2,23,0,2022,1,10,0,0,0,1,0,0,0,1,0,0,0,0,0,1,45.0
1406,0,1,52.52588,13.40776,2,1.0,1.0,1,231,1,2022,1,33,1,0,0,0,0,1,0,0,1,0,0,0,0,0,45.0
1409,1,1,52.52872,13.43339,2,1.0,1.0,2,120,0,2022,1,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
1410,0,0,52.49128,13.35389,1,1.0,1.0,1,0,0,2022,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,23.0
1415,1,1,52.54065,13.40602,2,1.0,1.0,1,60,0,2022,1,42,0,0,1,0,0,0,0,1,0,1,0,0,0,0,55.0
1416,0,1,52.53736,13.4214,2,1.0,1.0,1,7,0,2022,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,30.0
1426,0,1,52.49166,13.41587,1,1.0,1.0,1,4,0,2022,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
1429,0,1,52.54711,13.3972,2,1.0,2.0,1,70,0,2022,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,49.0
1430,1,1,52.46803,13.42321,2,1.0,1.0,1,218,0,2022,1,22,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
1432,0,1,52.48006,13.33154,2,1.0,1.0,2,3,0,2022,1,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80.0
1437,0,0,52.47418,13.34076,6,3.0,3.0,2,13,0,2022,1,22,1,0,0,0,0,1,0,0,1,0,0,0,0,0,73.0
1438,0,1,52.48703,13.43792,1,1.0,1.0,1,0,0,2022,1,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,44.0
1443,1,1,52.51765,13.30652,1,1.0,1.0,1,79,0,2022,1,29,0,0,0,1,0,0,0,1,0,0,1,0,0,0,52.0
1444,0,1,52.53197,13.39689,2,1.0,1.0,1,3,0,2022,1,34,1,0,0,0,0,1,0,0,1,0,0,0,0,0,68.0
1448,0,1,52.54854,13.34752,2,1.0,1.0,1,397,1,2022,1,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,51.0
1455,0,1,52.49606,13.44595,2,1.0,1.0,2,9,0,2022,1,44,0,0,1,0,0,0,0,1,0,0,0,0,1,0,42.0
1456,0,1,52.47901,13.43188,1,1.0,1.0,1,28,0,2022,1,20,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
1458,0,1,52.56595,13.40856,2,1.0,1.0,1,6,0,2022,1,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,24.0
1459,0,1,52.54884,13.34743,1,1.0,1.0,1,383,1,2022,1,17,0,0,1,0,0,1,0,0,1,0,0,0,0,0,41.0
1468,0,1,52.47023,13.43711,1,1.0,1.0,1,31,0,2022,1,17,0,0,0,1,0,0,0,1,0,0,0,0,0,1,35.0
1480,1,1,52.50101,13.26197,1,1.0,1.0,1,105,0,2022,1,26,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38.0
1481,1,1,52.50156,13.26243,2,1.0,1.0,1,103,0,2022,1,28,0,0,1,0,0,0,0,1,0,0,1,0,0,0,39.0
1482,0,1,52.49797,13.39648,2,1.0,1.0,2,228,0,2022,1,33,0,0,0,1,0,0,0,1,0,1,0,0,0,0,55.0
